,text,intent
242,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-bf69c41bddcb5aac07786a61a3b55687 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-bf69c41bddcb5aac07786a61a3b55687/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-bf69c41bddcb5aac07786a61a3b55687 width=1097 height=483>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-bf69c41bddcb5aac07786a61a3b55687>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-bf69c41bddcb5aac07786a61a3b55687</a><OriginalName v=picturemessage_xdu15r4q.iox.png></OriginalName><FileSize v=64268></FileSize><meta type=photo originalName=picturemessage_xdu15r4q.iox.png></meta></URIObject>",O
243,"HiThis is related to the 6 weeks Python trainingI can see that assignment for Pandas is available in the module. But in the Grades section, there is no option to submit the pandas assignment.",assignment_submittion
244,sir i didnt get it. can u tell once again what to do?,need_help
245,Will company even consider a BBA graduate ?,yes_reply
246,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-80816d678d6bf12da198c5afecb5f293 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-80816d678d6bf12da198c5afecb5f293/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-80816d678d6bf12da198c5afecb5f293 width=1152.4501758499414 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-80816d678d6bf12da198c5afecb5f293>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-80816d678d6bf12da198c5afecb5f293</a><OriginalName v=1601812108925.JPEG></OriginalName><FileSize v=38274></FileSize><meta type=photo originalName=1601812108925.JPEG></meta></URIObject>",O
247,"Plz help me ....how can i implement it as single list ..........................[[2], [3], [4], [3], [4], [5], [4], [5], [6]] [[2, 3, 4, 5], [3, 4, 5, 6],[4, 5, 6, 7], [5, 6, 7, 8]]",support_ticket_generate
248,okay will try this and will revert back,sure
249,hi,Greetings
250,I also need 2in1 laptop..,O
251,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-c584432206bdeb9358aebd5a1c041319 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-c584432206bdeb9358aebd5a1c041319/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-c584432206bdeb9358aebd5a1c041319 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-c584432206bdeb9358aebd5a1c041319>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-c584432206bdeb9358aebd5a1c041319</a><OriginalName v=Untitled.png></OriginalName><FileSize v=154947></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
252,i have a dount in one of the datasets,need_help
253,<URIObject type=Audio.1/Message.1 url_thumbnail=https://api.asm.skype.com/v1/objects/0-ea-d7-aedd62737baa6e4517da3f58ecee9ab6/views/thumbnail uri=https://api.asm.skype.com/v1/objects/0-ea-d7-aedd62737baa6e4517da3f58ecee9ab6>  <Title>Voicemail</Title>  <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;am=0-ea-d7-aedd62737baa6e4517da3f58ecee9ab6>Play</a>  <OriginalName v=voicemail.wav /></URIObject>,O
254,Are you there?,enter_query
255,I think packages are mentioned in requirement.txt,python_requirements_install
256,Thank you,welocme_reply
257,"Bro , you are not responding my problem since last 2 days",need_help
258,This is compass interface,need_help
259,I created new env then i installed all package by pip install -r req.txt,python_requirements_install
260,yes I am,O
261,Thanks I am able to acess that,welocme_reply
262,still same error,code_error
263,ok,good_bye
264,ok,good_bye
265,hello sir is there anyone?,Greetings
266,Thank you,Thank_you
267,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-117e5782f8a87d26adb22d19bd769c04 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-117e5782f8a87d26adb22d19bd769c04/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-117e5782f8a87d26adb22d19bd769c04 width=1360 height=282>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-117e5782f8a87d26adb22d19bd769c04>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-117e5782f8a87d26adb22d19bd769c04</a><OriginalName v=picturemessage_o2rpuu3o.txt.png></OriginalName><FileSize v=52901></FileSize><meta type=photo originalName=picturemessage_o2rpuu3o.txt.png></meta></URIObject>",O
268,"Sir I have forgot my Canvas password. When I clicked forget password ,it should send me the password. But I didn&apos;t get any mail. What should I do",need_help
269,pls chk this,okay_reply
270,as in is it an extension to any of the courses or is it standalone and can be pursued by someone who wants to learn computer vision....thank u,need_help
271,i restarted notebook but sasme error coming,need_help
272,sir ans is 2.52 but mine was 2.34 using  this one,need_help
273,this error is coming,code_error
274,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-ed9be367469ac656c763d006fc96d9ad url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-ed9be367469ac656c763d006fc96d9ad/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-ed9be367469ac656c763d006fc96d9ad width=707 height=592>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-ed9be367469ac656c763d006fc96d9ad>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-ed9be367469ac656c763d006fc96d9ad</a><OriginalName v=image_2020_09_17T18_55_00_595Z.png></OriginalName><FileSize v=35566></FileSize><meta type=photo originalName=image_2020_09_17T18_55_00_595Z.png></meta></URIObject>",O
275,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-76b13d4cf17fa391bb0638b8d2611e39 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-76b13d4cf17fa391bb0638b8d2611e39/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-76b13d4cf17fa391bb0638b8d2611e39 width=1028 height=540>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-76b13d4cf17fa391bb0638b8d2611e39>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-76b13d4cf17fa391bb0638b8d2611e39</a><OriginalName v=picturemessage_dgcm4ujf.3e4.png></OriginalName><FileSize v=42128></FileSize><meta type=photo originalName=picturemessage_dgcm4ujf.3e4.png></meta></URIObject>",O
276,I have received mail from Sudhanshu to download the course pdf,enter_query
277,i checked multiple time impute function every time it fails when the column name police_report_available runs into the loop,need_help
278,and what abt requirement files?,python_requirements_install
279,<partlist type=ended alt= callId=e7688654-67e1-4398-8596-97bc5f96c6c0><part identity=live:yash20december><name>yash agrawal</name><duration>213.055</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>213.055</duration></part></partlist>,O
280,Sir how much calculus is needed in the field of the data science.,need_help
281,but now not able to access it using the same email,need_help
282,I registered for the dashboard on last Tuesday But still I didnt get it So plz provide it,support_ticket_generate
283,its already done but failed,need_help
284,Sir can u see that ok option,need_help
285,"Hi, you have not uploaded 17th and 18th oct Videos yet",recordings_not_avilable
286,"from yesterday , It showing error in pycharm environment ??",pycharm_connection
287,"Hello sir ,is there anyone",Greetings
288,"google colab is online platform , so i have given code on there for execution and share link on submit assignment",assignment_submittion
289,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-60ad20e53517d4475151067e2bf773a3 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-60ad20e53517d4475151067e2bf773a3/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-60ad20e53517d4475151067e2bf773a3 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-60ad20e53517d4475151067e2bf773a3>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-60ad20e53517d4475151067e2bf773a3</a><OriginalName v=Untitled.png></OriginalName><FileSize v=158741></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
290,I tried but it&apos;s the same error,need_help
291,thank you so much...,Thank_you
292,sir it is stats assignment 2,assignment_stats
293,"No problem, I have not attended the classes fully so request you to do the needful urgently",recordings_not_avilable
294,"Hello. I have subscribed to both Pyton and Power BI courses, but only received access to Power BI (BIT3). Could you give me access to Python course as well ? My email is jose.quintini@ gmail.com Thanks in advance",support_ticket_generate
295,Hello sir is there anyone?,Greetings
296,<partlist type=missed alt= callId=da21e27a-db11-4fa6-9de5-b1f62c52ea10><part identity=live:f8de31c4ca05027><name>Anshul Singh</name><duration>59.215</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>59.215</duration></part></partlist>,O
297,ok,good_bye
298,also if one can become a full stack engineer (front and back end) on the products developed,need_help
299,"Hello sir,I have joined the PowerBI and Tableau course. I would like to join your python course as well. If possible. Name:KaustavID: <a href=mailto:kaustavritwik@gmail.com>kaustavritwik@gmail.com</a>Looking forward to hearing from you.Regards",Greetings
300,Let us know the impact on the data scientists And from last two days continuously pinging in zoom chat in class please convey to Shudanshu or Kris to answer,yes_reply
301,yes,good_bye
302,ok,Thank_you
303,sir u there?,need_help
304,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-5cc73af8673333217351958e1d230564 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-5cc73af8673333217351958e1d230564/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-5cc73af8673333217351958e1d230564 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-5cc73af8673333217351958e1d230564>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-5cc73af8673333217351958e1d230564</a><OriginalName v=Screenshot (31).png></OriginalName><FileSize v=143115></FileSize><meta type=photo originalName=Screenshot (31).png></meta></URIObject>",O
305,HI,Greetings
306,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-eac3197767dcabd0d9e0881403f42b75 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-eac3197767dcabd0d9e0881403f42b75/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-eac3197767dcabd0d9e0881403f42b75 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-eac3197767dcabd0d9e0881403f42b75>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-eac3197767dcabd0d9e0881403f42b75</a><OriginalName v=Untitled.png></OriginalName><FileSize v=124130></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
307,how to check that sir?,need_help
308,i wanted to ask u something,sure
309,sir i understood that,great
310,what you were trying to say sir?,need_help
311,sure sir. thank you,Thank_you
312,Thank you,Thank_you
313,hi sir,Greetings
314,When will classes starts,batch_details
315,ok,good_bye
316,Kindly May I know If  there is any news on new batch for Deep Learning?,NewBatch_details
317,ok,good_bye
318,i will select in those library,O
319,On the first day I had clicked launch meeting in the website and it showed the video call,need_help
320,connection itself is not egtting establised in pycharm console,pycharm_connection
321,My batch:- DLCVNLP 25th July,batch_details
322,how can I avail that ?,need_help
323,Done sir,Thank_you
324,it shows invalid syntax,code_error
325,bro tell me how will it download ??,need_help
326,I have not received power bi and python dashboard access,power-bi_tableau_dashboard
327,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-db0f81e808370220fdfbeac259d814ce url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-db0f81e808370220fdfbeac259d814ce/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-db0f81e808370220fdfbeac259d814ce width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-db0f81e808370220fdfbeac259d814ce>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-db0f81e808370220fdfbeac259d814ce</a><OriginalName v=1587637228524.JPEG></OriginalName><FileSize v=109290></FileSize><meta type=photo originalName=1587637228524.JPEG></meta></URIObject>",O
328,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-4a11cf7bec0c07bb8682b34d8b1bd8a5 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-4a11cf7bec0c07bb8682b34d8b1bd8a5/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-4a11cf7bec0c07bb8682b34d8b1bd8a5 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-4a11cf7bec0c07bb8682b34d8b1bd8a5>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-4a11cf7bec0c07bb8682b34d8b1bd8a5</a><OriginalName v=1600515523179.JPEG></OriginalName><FileSize v=59215></FileSize><meta type=photo originalName=1600515523179.JPEG></meta></URIObject>",O
329,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-25da995f8c7396d4a79be6d83e572786 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-25da995f8c7396d4a79be6d83e572786/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-25da995f8c7396d4a79be6d83e572786 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-25da995f8c7396d4a79be6d83e572786>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-25da995f8c7396d4a79be6d83e572786</a><OriginalName v=1600843651940.JPEG></OriginalName><FileSize v=55605></FileSize><meta type=photo originalName=1600843651940.JPEG></meta></URIObject>",O
330,ok,good_bye
331,and submit that snap and this word fill to that mail only ?,need_help
332,Hi I have query regarding visualization in terms of seaborn in python,seaborn
333,instead of getting 15 directly I&apos;m getting step by step procedure<e_m a=kiran.menon26 ts_ms=1596300705267 ts=1596300705 t=61></e_m>,code_error
334,"<URIObject type=Picture.1 uri=https://api.asm.skype.com/v1/objects/0-sa-d2-272221c46753236d54fe072ffef0e426 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-272221c46753236d54fe072ffef0e426/views/imgt1>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback&amp;pic=0-sa-d2-272221c46753236d54fe072ffef0e426>https://login.skype.com/login/sso?go=xmmfallback&amp;pic=0-sa-d2-272221c46753236d54fe072ffef0e426</a><OriginalName v=Screenshot_20200903-235712_20200903_235826863.jpg/><FileSize v=71430/><meta type=photo originalName=Screenshot_20200903-235712_20200903_235826863.jpg/></URIObject>",O
335,I will have a look again and try for it,sure
336,<ss type=hi>(wave)</ss>,Greetings
337,Sir this is the dataset,need_help
338,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-4a84e1883f8a8f1e147c81a406e0b539 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-4a84e1883f8a8f1e147c81a406e0b539/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-4a84e1883f8a8f1e147c81a406e0b539 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-4a84e1883f8a8f1e147c81a406e0b539>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-4a84e1883f8a8f1e147c81a406e0b539</a><OriginalName v=1600437838166.JPEG></OriginalName><FileSize v=207046></FileSize><meta type=photo originalName=1600437838166.JPEG></meta></URIObject>",O
